"id","name","address","city_id","inn","latitude","longitude","average_salary2012","average_salary2013","average_salary2014","chief","email","fullname","payments2012","payments2013","payments2014","phone","receipts2012","receipts2013","receipts2014","www","alias"
8705,"Школа №648","125581, г. Москва, ул. Флотская, д. 11",13,"7712013764",55.855588,37.501609,,,,"Горбатых Наталья Викторовна","648@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 648»",,,,"7-495-4530175",,,,"sch648.mskobr.ru","648"
8706,"Школа №1376","119634, г. Москва, ул.Лукинская, д.12, корп.1",13,"7732525418",55.64858,37.341215,58297,68181,78950,,"1376@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением естественных наук № 1376",68817463,139038747,153551844,,74284058,134675274,146249093,"1376.mskobr.ru","1376"
8707,"Образовательный комплекс ""Юго-Запад"","117036, г. Москва, улица Дмитрия Ульянова, дом 26",13,"7727270740",55.684884,37.576133,51000,55700,55677,"Мадилов Сергей Павлович","spo-39@edu.mos.ru","Государственное бюджетное профессиональное образовательное учреждение города Москвы «Образовательный комплекс «Юго-Запад»",,494429845,265700272,"7-499-1253162",,484051499,313383084,"spo39.mskobr.ru","south-west"
8708,"Школа №1948 ""Лингвист-М"","117420, г. Москва, ул. Новочеремушкинская, дом 64, корпус 2",13,"7727809855",55.664634,37.559047,,,,,"1948@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1948 «Лингвист-М»",,,,,,,,"sch1948uz.mskobr.ru","1948"
8709,"Гимназия №1544","125222, г. Москва, ул. Пенягинская, д. 14",13,"7733181336",55.836059,37.359513,,,,,"1544@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1544",,,,,,,,"gym1544sz.mskobr.ru","gym1544"
8710,"Школа №1980","117042, г. Москва, Чечерский пр., д.5Б",13,"7727213822",55.535218,37.539302,73121,79154,58724,"Сибилёв Игорь Вячеславович","1980@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1980»",,,,"8-495-7155136",78452540,82288843,242389173,"sch1980uz.mskobr.ru","1980"
8711,"Школа №519","109388, г. Москва, ул. Гурьянова, д. 33",13,"7723324289",55.683945,37.719648,,,,"Виноградова Римма Александровна","519@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 519",,,,"8-495-3547511",,,,"sch519uv.mskobr.ru","519"
8712,"Школа №1246","107143, г. Москва, Открытое шоссе, д. 29 А",13,"7718228237",55.829067,37.761276,,79326,26066,"Дручина Марина Альбертовна","1246@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1246»",,77217661,235011985,"8-499-1678023",,77002807,266584000,"sch1246v.mskobr.ru","1246"
8713,"Школа №1287","125167, г. Москва, проезд Аэропорта, дом 10",13,"7714031656",55.796597,37.520375,,,,"Бохонская Инесса Евгеньевна","1287@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1287»",,,,"7-499-1987643",,,,"sch1287s.mskobr.ru","1287"
8714,"Гимназия №1517","123103, г. Москва, ул. Живописная, д. 11, корп. 1",13,"7734132109",55.785078,37.453163,,,,"Вахнеева Анна Алексеевна","1517@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1517»",,,,"7-499-7202567",,,,"gym1517sz.mskobr.ru","gym1517"
8715,"Школа №1370","127549, г. Москва, ул.Костромская, д.14, корп.1",13,"7715304578",55.883989,37.594405,,,57132,"Корышев Сергей Валентинович","1370@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1370",,,433669067,"7-499-9022227",,,430324298,"sch1370sv.mskobr.ru","1370"
8716,"Лицей №1158","117648, г. Москва, микрорайон Северное Чертаново корп. 809",13,"7726705564",55.634786,37.596273,,,,"Киркова Татьяна Григорьевна","1158@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы лицей № 1158",,,,"7-495-3193450",,,,"sch1158.mskobr.ru","lyc1158"
8717,"Школа №1716 ""Эврика-Огонёк"","109451, г. Москва, улица Верхние поля, дом 40, корпус 2",13,"7723327473",55.665345,37.774535,103600,50300,52733,"Микитенко Светлана Александровна","1716@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1716 «Эврика-Огонек»",71387745,163839724,163825049,"7-495-658-5921",87154745,164076622,176581069,"sch1716uv.mskobr.ru","1716"
8718,"Школа №1280","117218, г. Москва, Кржижановского ул., д. 30",13,"7727190597",55.675017,37.579008,,51376,58417,,"1280@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1280",,96290046,93700007,,,93968376,96914159,"sch1280uz.mskobr.ru","1280"
8719,"Школа №1355","117623, г. Москва, ул. Джанкойская, д.7",13,"7727203790",55.540531,37.577822,,,,"Поручикова Светлана Николаевна","1355@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экономики и информатики № 1355»",,,,"8-495-7125679",,,,"sch1355uz.mskobr.ru","1355"
8720,"Школа №1613","117628, г. Москва, ул. Ратная, д.6Б",13,"7727844401",55.573948,37.586697,,,49180,"Зенкина Наталия Сергеевна","1613@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1613»",,,285562065,"7-495-7112490",,,304289638,"sch1613uz.mskobr.ru","1613"
8721,"Школа №368 ""Лосиный остров"","107065, г. Москва, ул.Уссурийская, д.12",13,"7718106920",55.822084,37.817834,,53300,48600,"Кузина Ольга Федоровна","368@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки № 368 «Лосиный остров»",,116814973,141766046,"8-495-4669541",,113631386,142217841,"sch368.mskobr.ru","368"
8722,"Школа №2086","119296, г. Москва, Университетский проспект, дом 5",13,"7736668110",55.695824,37.551367,,,,,"2086@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2086",,,,,,,,"sch2086uz.mskobr.ru","2086"
8723,"Школа №843","119602, г. Москва, Мичуринский просп., Олимпийская деревня, д.23 и д.23, стр.1",13,"7729409041",55.670965,37.457286,,64920,73976,"Полуянова Татьяна Александровна","843@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 843",,175280094,259164122,"8-495-4375111",,203178938,196915139,"sch843.mskobr.ru","843"
8724,"Школа №2093 им.Савельева","111396, г. Москва, Союзный просп., д.2",13,"7720817857",55.750459,37.80338,,,47900,"Бойко Римма Владимировна","2093@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2093 имени А.Н. Савельева",,,220319465,"7-495-3020116",,,229135503,"sch2093.mskobr.ru","2093"
8725,"Школа №667","117403, г. Москва, Востряковский пр., д.13А",13,"7724886210",55.577739,37.645276,,,,,"667@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 667",,,,,,,,"sch667u.mskobr.ru","667"
8726,"Гимназия №1592","127247, г. Москва, Бескудниковский проезд, дом 4 Б",13,"7713799237",55.875178,37.555571,40800,55271,60850,"Богданов Антон Валерьевич","1592@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1592»",65517636,76433890,185522062,"7-499-4897320",72609814,69754035,212031659,"sch1592.mskobr.ru","gym1592"
8727,"Школа №180","127560, г. Москва, ул.Коненкова, д.8А",13,"7715300478",55.889649,37.610206,,,,,"dogm@mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 180»",,,,,,,,"sch180sv-new.mskobr.ru","180"
8728,"Школа №1770","115142, г. Москва, Коломенская наб., д.20",13,"7725684400",55.675925,37.695348,36372,40931,50000,"Горемыкин Михаил Юрьевич","kad1770@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1770»",110030161,117387779,282285085,"7-499-6158988",120050306,117337440,292864536,"sch1770.mskobr.ru","1770"
8729,"Школа №508","115404, г. Москва, ул. Элеваторная, д. 4, корп. 2",13,"7737078410",55.600501,37.655616,58460,62500,57300,"Чепелкина Людмила Игоревна","508@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 508»",,,,"7-495-327-8888",81163077,252514766,303761923,"sch508u.mskobr.ru","508"
8730,"МККК им.Шолохова","109462, г. Москва, ул. Маршала Чуйкова, д. 28",13,"7721249318",55.696727,37.756937,,,,,"kad7@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы кадетская школа-интернат № 7 «Московский казачий кадетский корпус» имени М.А. Шолохова",,,,,,,,"schuvi7.mskobr.ru","moskazkadet"
8731,"Школа №1412","127549, г. Москва, ул.Мурановская, д.4А",13,"7715152967",55.890977,37.60169,,,,"Мусина Эльмира Мансуровна","1412@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1412",,,,"7-499-2061438",,,,"sch1412sv.mskobr.ru","1412"
8732,"Школа №656 им.Макаренко","127474, г. Москва, Бескудниковский бульвар, д. 29",13,"7713794503",55.870799,37.552804,,,,"Минигалина Анастасия Николаевна","656@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 656 имени А.С. Макаренко»",,,,"7-499-4880412",,,,"sch656.mskobr.ru","656"
8733,"Гимназия №1541","119415, г. Москва, Проспект Вернадского, д. 55",13,"7729400426",55.672813,37.504349,,,,,"gym1541@mail.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1541»",,,,,,,,"gym1541.mskobr.ru","gym1541"
8734,"Гимназия № 45 им.Мильграма","117036, г. Москва, ул. Гримау, д.8",13,"7727177370",55.690654,37.579744,,,,"Шнейдер Михаил Яковлевич","45@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 45 имени Л.И. Мильграма»",,,,"8-499-1263382",,,,"sch45uz.mskobr.ru","gym45"
8735,"Гимназия №1358","125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2",13,"7733834994",55.856492,37.34682,,,56000,"Живилин Вячеслав Владимирович","1358@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1358»",,,483532888,"8-495-7516972",,,,"gym1358sz.mskobr.ru","gym1358"
8736,"Школа №1373","105568, г. Москва, улица Чечулина, д. 28",13,"7719247881",55.781018,37.836636,57513,67739,50136,"Углава Наталия Марковна","1373@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1373»",72845543,91821887,190273226,"8-499-3086670",81156597,86211573,197288632,"sch1373v.mskobr.ru","1373"
8737,"Школа №1240 ""МОК"Преснесенский"","123056, г. Москва, Б.Кондратьевский пер., д.3",13,"7710961153",55.772573,37.58226,,,54687,"Щипкова Татьяна Юрьевна","1240@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1240 «Мультипрофильный образовательный комплекс «Пресненский»",,,284218503,"7-499-2548083",,,293986916,"sch1240.mskobr.ru","1240"
8738,"Школа №1021","105173, г. Москва, ул. Главная, 9А",13,"7719270111",55.819762,37.863585,,,52065,"Шемякина Елена Викторовна","1021@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1021",,,139343896,"8-499-7809796",,,148276173,"sch1021v.mskobr.ru","1021"
8739,"Школа №158","124445, г. Москва, Валдайский проезд, д. 14",13,"7743024928",55.868182,37.468551,46850,58820,48750,"Чернышева Зоя Николаевна","158@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 158",48837483,65453401,257781702,"7-499-4573351",58750475,65442095,264370476,"sch158s.mskobr.ru","158"
8740,"Школа №1411","127566, г. Москва, Северный бульвар, д. 1 а",13,"7715303983",55.866531,37.601367,,76784,60878,"Овчинникова Нина Николаевна","1411@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1411»",,235532146,238991582,"499-204-4311",,227062048,257064709,"sch1411.mskobr.ru","1411"
8741,"Школа №2091","109443, г. Москва, Есенинский бульвар, дом 14, кор 2",13,"7721805879",55.700547,37.774813,,,,"Пашутина Татьяна Александровна","2091@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2091",,,,"7-499-7426571",,,,"sch2091.mskobr.ru","2091"
8742,"Школа №1242","117546, г. Москва, Востряковский проезд, д.3 А",13,"7726190509",55.584543,37.641378,,,59200,"Палехова Ирина Владимировна","1242@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1242",,,215889728,"7-495-3839781",,,209411661,"sch1242u.mskobr.ru","1242"
8743,"Школа №2054","127051, г. Москва, Трубная ул., д.36",13,"7702797527",55.772284,37.626106,,69988,59156,"Бородина Ирина Юрьевна","2054@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2054»",,44509821,371096069,"7-495-6083827",,46021682,371843636,"sch2054.mskobr.ru","2054"
8744,"Лицей №1575","125319, г. Москва, ул.Усиевича, д.6",13,"7714204845",55.804845,37.532035,51930,62200,60408,"Боброва Ирина Ивановна","1575@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1575»",59075907,68873471,198553646,"7-499-1518924",59871001,74388659,212838740,"lyc1575.mskobr.ru","lyc1575"
8745,"Гимназия №1504","111555, г. Москва, улица Сталеваров, дом 10 А",13,"7720675962",55.76209,37.837992,,,,"Шарай Надежда Андреевна","1504@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1504»",,,,"8-495-3070500",,,,"gym1504.mskobr.ru","gym1504"
8746,"Школа №1349","107370, г. Москва, Открытое ш., д.6, стр.12",13,"7718310883",55.809413,37.735315,,,45300,"Серегина Ирина Владимировна","1349@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1349»",,,,"7-499-1602844",,,141178548,"schzv1349.mskobr.ru","1349"
8747,"Школа №1449","127576, г. Москва, улица Угличская, дом 6 А",13,"7715975304",55.894636,37.570159,,,,"Быховская Фаина Леонидовна","1449@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1449",,,,"7-499-2006290",,,,"sch1449sv.mskobr.ru","1449"
8748,"Школа №962","127562, г. Москва, ул.Санникова, д.3, корп.3",13,"7715107749",55.859494,37.592923,,,,"Полякова Лариса Александровна","dogm@mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 962»",,,,"7-499-9031619",,,,"sch962sv.mskobr.ru","962"
8749,"Школа №118","119311, г. Москва, улица Строителей, дом 15",13,"7736682034",55.68698,37.529654,,,55023,"Туйчиева Ирина Леонидовна","118@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 118»",,,,"7-495-9300220",,,278399184,"sch118uz.mskobr.ru","118"
8750,"Государственная столичная гимназия","127543, г. Москва, Белозерская ул., д.12",13,"7715894310",55.895615,37.616207,,60998,56400,"Патрикеева Ирина Джолдошевна","gyms@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Государственная столичная гимназия»",,399813056,,"7-495-7070762",,369656448,,"gsg.mskobr.ru","capitalgym"
8751,"Школа №399","105425, г. Москва, ул. 5-я Парковая, д.49",13,"7719209131",55.805579,37.786411,54070,61680,48892,"Антонова Татьяна Неоновна","399@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 399»",61810652,88986437,90234316,"8-499-1644901",68946065,84392384,118581719,"sch399.mskobr.ru","399"
8752,"Школа №2097","125363, г. Москва, ул. Аэродромная, д. 9",13,"7733857776",55.84674,37.430139,,,63800,"Пискарева Галина Викторовна","2097@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2097»",,,273303163,"7-495-9486622",,,293138415,"sch2097sz.mskobr.ru","2097"
8753,"Школа №1602","111625, г. Москва, ул. Златоустовская, д. 3",13,"7720260630",55.7035,37.864627,47252,65153,63298,"Аникина Ирина Леонидовна","1602@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы центр образования № 1602",69740758,93868187,84268383,"7-495-7004540",79230410,88320734,95809474,"cov1602.mskobr.ru","1602"
8754,"Школа №827","125373, г. Москва, ул. Героев Панфиловцев, д. 35, кор. 2",13,"7733131543",55.855022,37.413277,,,,"Огородникова Наталья Владимировна","827@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 827»",,,,"8-495-4965529",,,,"sch827sz.mskobr.ru","827"
8755,"Школа №1078","107207, г. Москва, ул. Алтайская , д.10А",13,"7718200721",55.818887,37.807979,56000,,,"Маньковская Екатерина Николаевна","1078@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1078»",82399114,,,"8-495-4669503",76454975,,,"sch1078.mskobr.ru","1078"
8756,"Школа №727","125438, г. Москва, 3-й Лихачевский переулок, д. 2а",13,"7743027693",55.846851,37.516844,87850,95600,70200,"Белоусова Надежда Владимировна","727@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 727»",98424331,85108790,107238518,"7-499-1540239",88081034,85108790,100911691,"sch727s.mskobr.ru","727"
8757,"Школа №2129 им.Романова","115432, г. Москва, 2-й Южнопортовый пр., д.11, стр.1",13,"7723398058",55.700207,37.682862,,,,"Плахова Алла Семеновна","2129@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2129» имени Героя Советского Союза П.И. Романова",,,,"7-495-6791939-0",,,,"sch2056uv.mskobr.ru","2129"
8758,"Школа №590","121096, г. Москва, ул. Кастанаевская, д.10",13,"7730027030",55.740446,37.495419,,,,"Беспалов Алексей Викторович","590@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 590»",,,,"7-499-1482296",,,,"sch590z.mskobr.ru","590"
8759,"Школа №1363","109542, г. Москва, Рязанский проспект, д. 82, корп. 4",13,"7721151200",55.707588,37.823745,,,,"Лавриненко Елена Валерьевна","1363@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1363»",,,,"7-495-3766144",,,,"sch1363uv.mskobr.ru","1363"
8760,"Школа №1499 им.Докукина","129128, г. Москва, ул. Ростокинская, д.3",13,"7716771230",55.835447,37.661024,,,,"Матвеева Тамара Александровна","1499@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы «Школа № 1499 имени Героя Советского Союза Ивана Архиповича Докукина»",,,,"7-499-1810447",,,,"co1499sv-new.mskobr.ru","1499"
8761,"Школа №572 ""Возможности"","109559, г. Москва, Тихорецкий бульвар, д. 8А",13,"7723690535",55.678895,37.771463,71847,51682,51672,"Жигулина Ирина Борисовна","572@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 572 «Возможности»",123812649,319996404,276801318,"8-495-3582701",132652426,311028272,295537294,"sch572uv.mskobr.ru","572"
8762,"Гимназия №1272","115280, г. Москва, 1-й Кожуховский проезд, д.17",13,"7725766797",55.70807,37.663925,52440,60380,57000,"Крыжановская Елена Игоревна","1272@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1272»",47029213,178230106,224171121,"8-495-7103639",53295344,179738932,247525386,"sch1272.mskobr.ru","gym1272"
8763,"Школа №956","127642, г. Москва, улица Заповедная, дом 22",13,"7715037562",55.867465,37.642644,,,,"Балакирева Елена Натановна","956@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 956",,,,"7-499-1863892",,,,"sch956sv-new.mskobr.ru","956"
8764,"Лицей №1828 ""Сабурово"","115211, г. Москва, Каширское ш., д.55, корп.7",13,"7724306557",55.639801,37.697478,,,,,"1828@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1828 «Сабурово»",,,,,,,,"cou1828.mskobr.ru","lyc1828"
8765,"Школа №1317","119602, г. Москва, ул.Академика Анохина, д.4, корп.5",13,"7729759977",55.671534,37.470734,,,,"Глебова Венера Ленсовна","1317@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1317",,,,"7-495-7356600",,,,"sch1317.mskobr.ru","1317"
8766,"Школа №1494","127427, г. Москва, ул. Большая Марфинская, д. 1, корп. 5",13,"7715979161",55.827808,37.592087,,,58000,"Ершова Светлана Владиславовна","1494@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1494»",,,435451512,"7-499-4999750609",,,475879746,"sch1494sv.mskobr.ru","1494"
8767,"Школа №2127","111672, г. Москва, ул.Салтыковская, д.13Б",13,"7720797569",55.737796,37.863369,,,,,"dogm@mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2127»",,,,,,,,"","2127"
8768,"Гимназия №1811 ""Восточное Измайлово"","105203, г. Москва, Первомайская ул., 111.",13,"7719894832",55.793915,37.814717,,,52412,"Рывкин Александр Аронович","1811@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1811 «Восточное Измайлово»",,,632176513,"7-495-4651449",,,672101301,"1811.mskobr.ru","gym1811"
8769,"Лицей 1564 им.Белобородова","125222, г. Москва, улица Рословка, дом 8",13,"7733814148",55.830265,37.360564,78024,78024,58245,"Смирнова Татьяна Владимировна","1564@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы лицей № 1564 имени Героя Советского Союза А.П.Белобородова",69060600,187837142,357637678,"7-495-5059741",86167660,204034441,364030097,"lyc1564.mskobr.ru","lyc1564"
8770,"Школа №2033","105425, г. Москва, Щелковское ш., д.26А",13,"7719867099",55.808093,37.779628,,,62150,"Акулова Ирина Анатольевна","2033@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 2033»",,,214676507,"7-495-6520231",,,243965096,"sch2033v.mskobr.ru","2033"
8771,"Школа №868","115516, г. Москва, ул.Севанская, д.13, корп.2",13,"7724916062",55.621379,37.65337,,,,,"868@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 868",,,,,,,,"sch868.mskobr.ru","868"
8772,"Школа №935","115598, г. Москва, ул.Липецкая, д.15, корп.2",13,"7737119096",55.581062,37.688782,54030,82500,54100,"Кутаисова Наталья Викторовна","935@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 935",64177090,273707810,300965449,"7-495-3295411",65128963,303113896,320990707,"sch935u.mskobr.ru","935"
8773,"Школа №705","123592, г. Москва, ул. Кулакова, д. 25, кор. 2",13,"7734232015",55.802305,37.394934,,,54011,"Калинина Людмила Андреевна","705@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 705",,,,"7-495-7583687",,,,"sch705sz.mskobr.ru","705"
8774,"Школа №183","127474, г. Москва, Дубнинская улица, дом 41",13,"7713795923",55.868263,37.561437,,,66556,"Исаева Елена Валентиновна","183@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 183»",,,333118511,"8-499-4806112",,,339415194,"sch183.mskobr.ru","183"
8775,"Школа №880","117570, г. Москва, ул.Чертановская, д.44А",13,"7726258242",55.609462,37.588898,,,,,"880@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 880",,,,,,,,"sch880u.mskobr.ru","880"
8776,"Гимназия №1506","127282, г. Москва, ул. Широкая, д.1А",13,"7715789629",55.88976,37.6509,,,63492,"Коротких Виктория Петровна","1506@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1506»",,,327819415,"8-499-4760127",,,346546086,"gym1506.mskobr.ru","gym1506"
8777,"Гимназия №1637","111401, г. Москва, ул. 3-я Владимирская, дом 12 А",13,"7720824692",55.759527,37.783635,,65500,58900,"Пшенина Ирина Вадимовна","1637@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1637»",,112576595,170329178,"7-495-6720235",,115258997,179010519,"gym1637.mskobr.ru","gym1637"
8778,"Школа №939","115563, г. Москва, Борисовский пр., д.40, корп.2",13,"7724914410",55.616163,37.72573,49500,49500,47800,"Сухоносова Елена Николаевна","939@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 939",90761860,154198083,151963322,"7-495-3931490",103331354,156672667,149037650,"sch939u.mskobr.ru","939"
8779,"Прогимназия №1752","107014, г. Москва, ул. Большая Остроумовская, дом 7",13,"7718196881",55.793095,37.685242,,,,,"1752@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы прогимназия № 1752",,,,,,,,"pgym1752.mskobr.ru","gym1752"
8780,"Школа №799","111531, г. Москва, ул.Саянская, д.3А",13,"7720007683",55.768694,37.825451,,,,,"799@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 799",,,,,,,,"sch799v.mskobr.ru","799"
8781,"Школа №922","111555, г. Москва, улица Молостовых, дом 6 А",13,"7720261048",55.763153,37.826898,,,,,"922@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 922",,,,,,,,"sch922v.mskobr.ru","922"
8782,"Школа №90 им.Ларикова","125130, г. Москва, 4-й Новоподмосковный пер., д. 2а",13,"7743043649",55.822079,37.504196,,65338,78900,"Волосков Виктор Вадимович","v90@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 90 «Многопрофильный образовательный комплекс» имени Героя Советского Союза Е.Г. Ларикова»",,57224006,143538773,"7-495-4509510",,63854972,156836168,"sch90.mskobr.ru","90"
8783,"Школа №38","119192, г. Москва, Мичуринский просп., д.42",13,"7729415983",55.696813,37.490048,,,,,"38@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 38",,,,,,,,"sch38.mskobr.ru","38"
8784,"Школа №1950","123056, г. Москва, ул.Зоологическая, д.28, стр.1",13,"7703808740",55.7664,37.584712,,,,"Паршина Екатерина Александровна","1950@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1950",,,,"7-499-2549537",,,,"sch1950.mskobr.ru","1950"
8785,"Гимназия №1476","105568, г. Москва, ул. Челябинская, д. 20",13,"7719882717",55.776912,37.831156,,,54624,"Ионова Ирина Валерьевна","1476@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1476",,,193963320,"7-499-3080029",,,212935978,"gym1476.mskobr.ru","gym1476"
8786,"Школа №1015","199633, г. Москва, ул.Новопеределкинская, д.9, корп.1",13,"7729776838",55.63909,37.36352,,,,"Чужмарова Тамара Ибрагимовна","1015@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1015»",,,,"7-495-7335468",,,,"sch1015z.mskobr.ru","1015"
8787,"Курчатовская школа","123060, г. Москва, улица Маршала Конева, дом 10.",13,"7734687492",55.797194,37.488395,,,,"Сивцова Ирина Валентиновна","kurchat@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Курчатовская школа»",,,,"7-499-1941044",,,,"kurchat.mskobr.ru","kurchatovschool"
